madb_1_title,madb_1_ruby,madb_2_title,madb_2_ruby,animedb_title,animedb_ruby,madb_id,madb_uri
太宰 治 短編小説集[第2期] 畜犬談,ダザイ オサム タンペンショウセツシュウ[ダイ2キ] チクケンダン,太宰 治 短編小説集[第2期] 畜犬談,ダザイ オサム タンペンショウセツシュウ[ダイ2キ] チクケンダン,太宰 治 短編小説集,ダザイ オサム タンペンショウセツシュウ,ANS008034500,http://mediaarts-db.jp/an/anime_series/18081
テイルズ オブ シンフォニア THE ANIMATION テセアラ編,テイルズ オブ シンフォニア ジアニメーション テセアラヘン,テイルズ オブ シンフォニア THE ANIMATION テセアラ編,テイルズ オブ シンフォニア ジアニメーション テセアラヘン,テイルズ オブ シンフォニア THE ANIMATION テセアラ編,テイルズ オブ シンフォニア ジ アニメーション テセアラヘン,ANS000679200,http://mediaarts-db.jp/an/anime_series/11784
殿といっしょ 特典映像 GACKTといっしょ,トノトイッショ　トクテンエイゾウ　GACKTトイッショ　／　トノトイッショ　トクテンエイゾウ　ガクトトイッショ,殿といっしょ 特典映像 GACKTといっしょ,トノトイッショ　トクテンエイゾウ　GACKTトイッショ　／　トノトイッショ　トクテンエイゾウ　ガクトトイッショ,殿といっしょ「GACKTといっしょ」,トノトイッショ ガクトトイッショ,ANS000687800,http://mediaarts-db.jp/an/anime_series/11933
足洗邸の住民たち。,アシアライヤシキノジュウミンタチ,足洗邸の住民たち。,アシアライヤシキノジュウミンタチ,足洗邸の住民たち。,アシアライヤシキノジュウミンタチ,ANS000680400,http://mediaarts-db.jp/an/anime_series/11808
殿といっしょ,トノトイッショ,殿といっしょ,トノトイッショ,殿といっしょ,トノトイッショ,ANS000679300,http://mediaarts-db.jp/an/anime_series/11786
うみものがたり ～あなたがいてくれたコト～ ［スペシャルエピソード］,ウミモノガタリ　アナタガイテクレタコト　スペシャルエピソード,うみものがたり ～あなたがいてくれたコト～ ［スペシャルエピソード］,ウミモノガタリ　アナタガイテクレタコト　スペシャルエピソード,うみものがたり ～あなたがいてくれたコト～ ［スペシャルエピソード］,ウミモノガタリ アナタガイテクレタコト スペシャルエピソード,ANS000681000,http://mediaarts-db.jp/an/anime_series/11816
れでぃばとる! Ladis versus Butiers!,レディバトル!　レディース　ビーナス　バトラーズ!,れでぃばとる! Ladis versus Butiers!,レディバトル!　レディース　ビーナス　バトラーズ!,れでぃばとる! Ladis versus Butiers!,レディバトル レディース ビーナス バトラーズ,ANS000691200,http://mediaarts-db.jp/an/anime_series/12000
真 恋姫†無双 ～乙女大乱～,シンコイヒメムソウオトメタイラン,真 恋姫†無双 ～乙女大乱～,シンコイヒメムソウオトメタイラン,真・恋姫†無双 ～乙女大乱～,シンコイヒメムソウ オトメタイラン,ANS000671200,http://mediaarts-db.jp/an/anime_series/11634
一騎当千 XTREME XECUTOR,イッキトウセン　エクストリーム　エクゼキューター,一騎当千 XTREME XECUTOR,イッキトウセン　エクストリーム　エクゼキューター,一騎当千 XTREME XECUTOR,イッキトウセン エクストリーム エクゼキューター,ANS000670900,http://mediaarts-db.jp/an/anime_series/11628
装甲騎兵ボトムズ 幻影篇,ソウコウキヘイボトムズ ゲンエイヘン,装甲騎兵ボトムズ 幻影篇,ソウコウキヘイボトムズ ゲンエイヘン,装甲騎兵ボトムズ 幻影篇,ソウコウキヘイボトムズ ゲンエイヘン,ANS000679500,http://mediaarts-db.jp/an/anime_series/11788
ヘタリア　World Series,ヘタリア　ワールドシリーズ,ヘタリア　World Series,ヘタリア　ワールドシリーズ,ヘタリア World Series,ヘタリア ワールドシリーズ,ANS008038600,http://mediaarts-db.jp/an/anime_series/18121
SEX PISTOLS 映像特典,セックスピストルズ　エイゾウトクテン,SEX PISTOLS 映像特典,セックスピストルズ　エイゾウトクテン,SEX PISTOLS 映像特典,セックスピストルズ エイゾウトクテン,ANS000686100,http://mediaarts-db.jp/an/anime_series/11899
森のレシオ,モリノレシオ,森のレシオ,モリノレシオ,森のレシオ,モリノレシオ,ANS008036000,http://mediaarts-db.jp/an/anime_series/18096
課長の恋,カチョウノコイ,課長の恋,カチョウノコイ,課長の恋,カチョウノコイ,ANS000681400,http://mediaarts-db.jp/an/anime_series/11826
書家,ショカ,書家,ショカ,書家,ショカ,ANS000670700,http://mediaarts-db.jp/an/anime_series/11624
モリゾー・キッコロ　森へいこうよ!　特別編　上海へいこうよ!,モリゾー・キッコロ　モリヘイコウヨ　トクベツヘン　シャンハイヘイコウヨ,モリゾー・キッコロ　森へいこうよ!　特別編　上海へいこうよ!,モリゾー・キッコロ　モリヘイコウヨ　トクベツヘン　シャンハイヘイコウヨ,モリゾー・キッコロ 森へいこうよ! 特別編 上海へいこうよ!,モリゾー キッコロ モリヘイコウヨ トクベツヘン シャンハイヘイコウヨ,ANS008035900,http://mediaarts-db.jp/an/anime_series/18095
クッキンアイドル アイ!マイ! まいん![第2期],クッキンアイドル アイマイ マイン[ダイ2キ],クッキンアイドル アイ!マイ! まいん![第2期],クッキンアイドル アイマイ マイン[ダイ2キ],クッキンアイドル アイ!マイ! まいん!,クッキンアイドル アイマイ マイン,ANS008032600,http://mediaarts-db.jp/an/anime_series/18062
きょうの料理 ビギナーズ[第4期],キョウノリョウリ ビギナーズ[ダイ4キ],きょうの料理 ビギナーズ[第4期],キョウノリョウリ ビギナーズ[ダイ4キ],きょうの料理 ビギナーズ,キョウノリョウリ ビギナーズ,ANS008032500,http://mediaarts-db.jp/an/anime_series/18061
いない いない ばあっ![第15期],イナイ イナイ バアッ[ダイ15キ],いない いない ばあっ![第15期],イナイ イナイ バアッ[ダイ15キ],いない いない ばあっ!,イナイ イナイ バアッ,ANS008031500,http://mediaarts-db.jp/an/anime_series/18051
忍たま 乱太郎[第18期],ニンタマ ランタロウ[ダイ18キ],忍たま 乱太郎[第18期],ニンタマ ランタロウ[ダイ18キ],忍たま乱太郎,ニンタマランタロウ,ANS008035100,http://mediaarts-db.jp/an/anime_series/18087
おじゃる丸[第13期],オジャルマル,おじゃる丸[第13期],オジャルマル,おじゃる丸,オジャルマル,ANS000930100,http://mediaarts-db.jp/an/anime_series/14487
はなかっぱ,ハナカッパ,はなかっぱ,ハナカッパ,はなかっぱ,ハナカッパ,ANS000671000,http://mediaarts-db.jp/an/anime_series/11630
J.ブンガク　世界が愛した ニホンの感性　[第2期],J.ブンガク　セカイガアイシタ ニホンノカンセイ　[ダイ2キ],J.ブンガク　世界が愛した ニホンの感性　[第2期],J.ブンガク　セカイガアイシタ ニホンノカンセイ　[ダイ2キ],J.ブンガク 世界が愛した ニホンの感性,ジェイブンガク セカイガアイシタ ニホンノカンセイ,ANS008033600,http://mediaarts-db.jp/an/anime_series/18072
マリー ＆ ガリー Ver[ばーじょん].2.0,マリーアンドガリー　ver20,マリー ＆ ガリー Ver[ばーじょん].2.0,マリーアンドガリー　ver20,マリー＆ガリー Ver.2.0,マリーアンドガリー バージョン ニテンゼロ,ANS000670800,http://mediaarts-db.jp/an/anime_series/11626
おべとも学園[第3期],オベトモガクエン[ダイ3キ],おべとも学園[第3期],オベトモガクエン[ダイ3キ],おべとも学園,オベトモガクエン,ANS008032100,http://mediaarts-db.jp/an/anime_series/18057
みんなのうた「Aloha You～きずな～」,アロハユーキズナ,みんなのうた「Aloha You～きずな～」,アロハユーキズナ,みんなのうた「Aloha You～きずな～」,アロハユーキズナ,ANS008095700,http://mediaarts-db.jp/an/anime_series/18690
みんなのうた「みならいカメレオン」,ミナライカメレオン,みんなのうた「みならいカメレオン」,ミナライカメレオン,みんなのうた「みならいカメレオン」,ミナライカメレオン,ANS008095600,http://mediaarts-db.jp/an/anime_series/18689
リトル・チャロ2 英語に恋する物語,リトルチャロ2,リトル・チャロ2 英語に恋する物語,リトルチャロ2,リトル・チャロ2 英語に恋する物語,リトルチャロツー,ANS000671100,http://mediaarts-db.jp/an/anime_series/11632
クノーチェ,クノーチェ,クノーチェ,クノーチェ,クノーチェ,クノーチェ,ANS008032700,http://mediaarts-db.jp/an/anime_series/18063
HEROMAN,ヒーローマン,HEROMAN,ヒーローマン,HEROMAN,ヒーローマン,ANS000673200,http://mediaarts-db.jp/an/anime_series/11672
ケツ犬,ケツイヌ,ケツ犬,ケツイヌ,ケツ犬,ケツイヌ,ANS008032900,http://mediaarts-db.jp/an/anime_series/18065
おおきく 振りかぶって ～夏の大会編～,オオキクフリカブッテナツノタイカイヘン,おおきく 振りかぶって ～夏の大会編～,オオキクフリカブッテナツノタイカイヘン,おおきく 振りかぶって ～夏の大会編～,オオキクフリカブッテナツノタイカイヘン,ANS000673300,http://mediaarts-db.jp/an/anime_series/11674
GA 芸術科アートデザインクラス OVA,ジーエー　ゲイジュツカアートデザインクラス　オーブイエー,GA 芸術科アートデザインクラス OVA,ジーエー　ゲイジュツカアートデザインクラス　オーブイエー,GA 芸術科アートデザインクラス OVA,ジーエー ゲイジュツカアートデザインクラス オーブイエー,ANS000684700,http://mediaarts-db.jp/an/anime_series/11874
リングにかけろ 1 影道編[SHADOW],リングニカケロ1 シャドーヘン,リングにかけろ 1 影道編[SHADOW],リングニカケロ1 シャドーヘン,リングにかけろ 1 影道編,リングニカケロ ワン シャドーヘン,ANS000672000,http://mediaarts-db.jp/an/anime_series/11650
会長は メイド様!,カイチョウハメイドサマ!,会長は メイド様!,カイチョウハメイドサマ!,会長はメイド様!,カイチョウハメイドサマ,ANS000673400,http://mediaarts-db.jp/an/anime_series/11676
B型H系,ビーガタエッチケイ,B型H系,ビーガタエッチケイ,B型H系,ビーガタエッチケイ,ANS000671900,http://mediaarts-db.jp/an/anime_series/11648
極上!! めちゃモテ 委員長 Second Collection,ゴクジョウメチャモテイインチョウセカンドコレクション,極上!! めちゃモテ 委員長 Second Collection,ゴクジョウメチャモテイインチョウセカンドコレクション,極上!! めちゃモテ 委員長 Second Collection,ゴクジョウメチャモテイインチョウセカンドコレクション,ANS000673700,http://mediaarts-db.jp/an/anime_series/11682
SD ガンダム 三国伝 Brave Battle Warriors,エスディーガンダムサンゴクデン　ブレイブ　バトル　ウォーリアーズ,SD ガンダム 三国伝 Brave Battle Warriors,エスディーガンダムサンゴクデン　ブレイブ　バトル　ウォーリアーズ,SD ガンダム 三国伝 Brave Battle Warriors,エスディーガンダムサンゴクデン ブレイブ バトル ウォーリアーズ,ANS000673600,http://mediaarts-db.jp/an/anime_series/11680
デュエル・マスターズ クロス ショック,デュエルマスターズクロスショック,デュエル・マスターズ クロス ショック,デュエルマスターズクロスショック,デュエル・マスターズ クロス ショック,デュエルマスターズクロスショック,ANS000672300,http://mediaarts-db.jp/an/anime_series/11656
ジュエルペット　てぃんくる☆,ジュエルペット ティンクル☆,ジュエルペット　てぃんくる☆,ジュエルペット ティンクル☆,ジュエルペット てぃんくる☆,ジュエルペット ティンクル,ANS000672200,http://mediaarts-db.jp/an/anime_series/11654
TRANSFORMERS ANIMATED,トランスフォーマー　アニメイテッド,TRANSFORMERS ANIMATED,トランスフォーマー　アニメイテッド,TRANSFORMERS ANIMATED,トランスフォーマー アニメイテッド,ANS000930200,http://mediaarts-db.jp/an/anime_series/14489
